job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,job_title_grouped,location_grouped,residence_grouped,skills_grouped,industry_grouped
AI Product Manager,39802,3,3,India,1,Spain,100,"Git, Hadoop, Linux",-1,8,Consulting,8.3,-1,-1,-1,-1,-1
Head of AI,147385,3,1,France,0,Denmark,50,"Java, Statistics, AWS, Scala",-1,9,Consulting,8.6,-1,-1,4,-1,-1
Research Scientist,118122,0,2,Denmark,0,Denmark,0,"Git, Scala, MLOps, Docker, Hadoop",-1,0,Automotive,9.3,-1,-1,4,-1,-1
AI Architect,75225,0,2,Australia,0,Russia,100,"Deep Learning, MLOps, Linux",-1,0,Real Estate,7.5,-1,-1,-1,-1,-1
AI Research Scientist,48325,0,1,Canada,1,Canada,100,"Spark, TensorFlow, Hadoop",-1,0,Manufacturing,6.2,-1,-1,2,-1,-1
Data Scientist,64973,0,0,Sweden,0,Sweden,0,"Git, Spark, NLP, MLOps",-1,0,Energy,6.4,-1,-1,16,-1,-1
Computer Vision Engineer,78182,2,3,Australia,1,Australia,50,"Hadoop, Docker, Computer Vision, Linux",-1,4,Retail,7.9,-1,-1,0,-1,-1
Data Analyst,357875,1,3,Norway,0,Norway,50,"Git, AWS, Linux, Tableau, Java",-1,10,Retail,8.0,-1,-1,13,-1,-1
AI Software Engineer,61953,3,2,India,0,India,50,"AWS, NLP, Tableau, SQL, PyTorch",-1,8,Finance,6.3,-1,-1,8,-1,-1
AI Product Manager,236982,1,1,Denmark,0,Poland,0,"AWS, Kubernetes, Tableau",-1,10,Gaming,5.1,-1,-1,-1,-1,-1
Principal Data Scientist,90203,2,3,Austria,2,Austria,50,"Python, R, MLOps, GCP",-1,3,Finance,7.5,-1,-1,1,-1,-1
NLP Engineer,109984,3,0,Japan,2,Switzerland,0,"Data Visualization, Linux, SQL",-1,7,Energy,8.0,-1,-1,17,-1,-1
AI Specialist,146371,1,3,Canada,2,Ireland,100,"MLOps, Python, Scala, Docker",-1,14,Healthcare,5.4,-1,-1,9,-1,-1
Deep Learning Engineer,268088,1,3,Netherlands,1,Netherlands,0,"NLP, AWS, Tableau, Scala, Computer Vision",-1,10,Finance,9.5,-1,-1,12,-1,-1
Data Engineer,97647,2,0,United Kingdom,2,Norway,50,"Java, Data Visualization, Scala, R",-1,4,Government,6.2,-1,-1,13,-1,-1
Principal Data Scientist,221711,1,2,Germany,2,Turkey,0,"TensorFlow, Kubernetes, NLP, PyTorch",-1,17,Gaming,8.9,-1,-1,-1,-1,-1
Data Scientist,78716,0,3,Germany,0,Germany,100,"Azure, Statistics, Kubernetes, Java",-1,0,Automotive,8.2,-1,-1,7,-1,-1
Principal Data Scientist,169717,3,0,Switzerland,2,Switzerland,50,"Spark, Scala, PyTorch, Statistics",-1,5,Education,9.5,-1,-1,17,-1,-1
Data Analyst,92798,2,0,Austria,0,Austria,50,"Linux, Kubernetes, SQL, Git",-1,4,Consulting,6.4,-1,-1,1,-1,-1
AI Product Manager,37177,2,1,China,2,China,0,"R, AWS, Hadoop, Spark",-1,2,Automotive,6.1,-1,-1,3,-1,-1
Data Analyst,85505,2,0,Israel,2,Israel,50,"Java, Linux, R",-1,4,Gaming,5.1,-1,-1,10,-1,-1
Robotics Engineer,113625,2,2,France,0,France,100,"R, Python, Data Visualization, Scala",-1,3,Automotive,5.8,-1,-1,6,-1,-1
ML Ops Engineer,121846,3,3,Australia,0,Australia,50,"NLP, AWS, Docker, Python",-1,6,Retail,7.4,-1,-1,0,-1,-1
Robotics Engineer,115136,2,2,Japan,1,Japan,50,"Scala, Python, Mathematics",-1,3,Finance,6.3,-1,-1,11,-1,-1
Data Scientist,265646,1,2,France,0,Canada,0,"PyTorch, Computer Vision, SQL, AWS",-1,16,Healthcare,9.4,-1,-1,2,-1,-1
AI Consultant,92726,0,2,Switzerland,0,Switzerland,0,"Kubernetes, R, GCP, MLOps, Mathematics",-1,0,Telecommunications,9.8,-1,-1,17,-1,-1
Research Scientist,50607,0,1,Israel,2,Israel,100,"Azure, Tableau, Kubernetes, Deep Learning, Computer Vision",-1,0,Telecommunications,8.6,-1,-1,10,-1,-1
Machine Learning Researcher,219875,1,3,Sweden,0,Sweden,50,"NLP, Kubernetes, Tableau, Linux, R",-1,15,Automotive,8.4,-1,-1,16,-1,-1
Robotics Engineer,93342,1,0,China,1,China,100,"Spark, Python, Azure",-1,11,Transportation,7.2,-1,-1,3,-1,-1
Data Scientist,99132,2,1,Netherlands,0,Netherlands,50,"Python, Linux, R",-1,3,Government,9.7,-1,-1,12,-1,-1
Data Analyst,148775,3,0,Singapore,0,France,0,"Java, PyTorch, Scala",-1,5,Real Estate,6.3,-1,-1,6,-1,-1
Data Scientist,63090,0,0,Denmark,2,Denmark,100,"AWS, MLOps, Python, Tableau, Azure",-1,0,Retail,5.4,-1,-1,4,-1,-1
Robotics Engineer,39782,0,0,China,0,China,0,"Data Visualization, NLP, Python, R, Computer Vision",-1,1,Transportation,8.9,-1,-1,3,-1,-1
AI Architect,240915,1,3,Canada,0,Canada,0,"TensorFlow, Java, MLOps",-1,14,Energy,7.3,-1,-1,2,-1,-1
Robotics Engineer,69061,2,1,Singapore,2,France,100,"Data Visualization, Linux, Tableau, Mathematics, Kubernetes",-1,4,Real Estate,6.9,-1,-1,6,-1,-1
Machine Learning Engineer,146403,3,3,Netherlands,0,Netherlands,100,"Python, Scala, Java, Computer Vision, Azure",-1,5,Gaming,8.4,-1,-1,12,-1,-1
AI Consultant,56884,0,0,Finland,1,Finland,100,"Python, Mathematics, Tableau, Kubernetes",-1,1,Government,9.1,-1,-1,5,-1,-1
AI Consultant,172277,3,3,Switzerland,0,Switzerland,0,"Hadoop, Spark, Kubernetes, PyTorch, Azure",-1,9,Technology,9.7,-1,-1,17,-1,-1
Data Engineer,254054,1,0,Austria,0,Austria,100,"R, Tableau, Data Visualization, Spark",-1,17,Education,9.8,-1,-1,1,-1,-1
Machine Learning Researcher,97442,3,2,Germany,2,Germany,50,"Computer Vision, Linux, TensorFlow",-1,5,Retail,5.5,-1,-1,7,-1,-1
NLP Engineer,84037,1,3,China,2,China,50,"Computer Vision, NLP, GCP",-1,19,Retail,6.0,-1,-1,3,-1,-1
Principal Data Scientist,104614,2,0,Netherlands,2,Netherlands,50,"SQL, Python, Linux, Computer Vision, Hadoop",-1,4,Telecommunications,7.9,-1,-1,12,-1,-1
Data Scientist,103566,3,0,Finland,2,Finland,100,"Git, Linux, Java, Statistics",-1,7,Manufacturing,8.0,-1,-1,5,-1,-1
Autonomous Systems Engineer,69417,0,0,Ireland,0,Canada,50,"Data Visualization, Java, Docker, Kubernetes",-1,0,Energy,9.4,-1,-1,2,-1,-1
AI Product Manager,27748,0,2,China,2,Israel,100,"NLP, Java, TensorFlow",-1,0,Automotive,5.8,-1,-1,10,-1,-1
NLP Engineer,245370,1,1,Sweden,1,Sweden,100,"Tableau, Java, TensorFlow",-1,14,Real Estate,8.4,-1,-1,16,-1,-1
AI Software Engineer,86794,2,1,Japan,2,Japan,50,"Scala, SQL, Hadoop, Statistics, GCP",-1,4,Finance,8.2,-1,-1,11,-1,-1
Computer Vision Engineer,58554,0,2,Ireland,2,Ireland,0,"Linux, Java, R, SQL, Mathematics",-1,1,Healthcare,9.3,-1,-1,9,-1,-1
AI Specialist,152077,3,2,United Kingdom,0,Canada,50,"Kubernetes, Git, Statistics",-1,6,Automotive,9.6,-1,-1,2,-1,-1
Data Scientist,152349,1,2,Japan,2,Japan,50,"MLOps, Scala, Java",-1,10,Healthcare,5.5,-1,-1,11,-1,-1
Deep Learning Engineer,155935,1,1,Israel,2,Ghana,50,"Python, Hadoop, Git",-1,17,Retail,8.8,-1,-1,-1,-1,-1
Deep Learning Engineer,299354,1,1,Switzerland,2,Switzerland,100,"MLOps, Scala, Docker",-1,14,Retail,6.8,-1,-1,17,-1,-1
Autonomous Systems Engineer,112130,3,2,Japan,1,Japan,100,"SQL, Azure, Deep Learning",-1,5,Energy,9.4,-1,-1,11,-1,-1
AI Product Manager,299005,1,0,United Kingdom,0,United Kingdom,100,"Tableau, Python, MLOps, Statistics, Computer Vision",-1,16,Transportation,9.5,-1,-1,18,-1,-1
AI Product Manager,57697,0,1,Japan,1,Japan,100,"Python, TensorFlow, Deep Learning, MLOps",-1,1,Energy,9.7,-1,-1,11,-1,-1
Deep Learning Engineer,140199,1,2,Singapore,2,Singapore,0,"Docker, Data Visualization, Python",-1,18,Manufacturing,6.7,-1,-1,14,-1,-1
Computer Vision Engineer,107028,1,0,China,1,Ghana,50,"Git, Linux, Statistics, Mathematics",-1,11,Education,5.8,-1,-1,-1,-1,-1
Data Analyst,48978,0,1,South Korea,1,Switzerland,50,"Computer Vision, Kubernetes, Git",-1,1,Gaming,7.3,-1,-1,17,-1,-1
Principal Data Scientist,101366,2,1,France,1,France,100,"Python, Data Visualization, Linux, Azure",-1,3,Manufacturing,6.7,-1,-1,6,-1,-1
AI Research Scientist,79125,2,0,Netherlands,2,Netherlands,100,"Computer Vision, GCP, NLP, Statistics",-1,4,Media,7.8,-1,-1,12,-1,-1
Machine Learning Engineer,51110,3,1,China,2,China,50,"TensorFlow, Mathematics, Deep Learning, Computer Vision, R",-1,6,Automotive,9.8,-1,-1,3,-1,-1
Data Scientist,96374,2,3,Germany,2,Germany,0,"Deep Learning, SQL, Git, PyTorch",-1,3,Retail,8.8,-1,-1,7,-1,-1
Autonomous Systems Engineer,92286,0,3,Singapore,0,Singapore,100,"AWS, Java, Python, Mathematics",-1,0,Energy,8.3,-1,-1,14,-1,-1
Data Scientist,102456,3,1,Sweden,2,Sweden,100,"PyTorch, Git, R, Azure",-1,7,Education,6.9,-1,-1,16,-1,-1
ML Ops Engineer,138420,1,0,Sweden,1,Sweden,50,"PyTorch, Docker, Data Visualization, GCP, TensorFlow",-1,17,Transportation,5.3,-1,-1,16,-1,-1
AI Software Engineer,203654,1,3,Canada,0,Canada,100,"SQL, Kubernetes, Computer Vision, GCP",-1,12,Retail,8.1,-1,-1,2,-1,-1
Robotics Engineer,121706,3,2,Austria,0,Austria,50,"Hadoop, Data Visualization, Python, TensorFlow, Mathematics",-1,8,Real Estate,9.1,-1,-1,1,-1,-1
AI Software Engineer,112939,3,0,Singapore,2,Netherlands,0,"R, Azure, Computer Vision, Deep Learning",-1,9,Consulting,10.0,-1,-1,12,-1,-1
AI Software Engineer,223145,1,0,Germany,0,Brazil,50,"Kubernetes, Scala, MLOps, Statistics",-1,19,Energy,7.1,-1,-1,-1,-1,-1
Data Engineer,198959,1,2,Australia,1,Australia,0,"Spark, Python, Deep Learning, TensorFlow, Mathematics",-1,11,Telecommunications,7.1,-1,-1,0,-1,-1
Machine Learning Engineer,249841,1,0,United States,1,United States,100,"Scala, Linux, Java, Data Visualization",-1,14,Healthcare,7.0,-1,-1,19,-1,-1
AI Architect,81300,0,0,Switzerland,2,Switzerland,0,"SQL, Python, Scala",-1,0,Energy,9.0,-1,-1,17,-1,-1
Machine Learning Engineer,89201,1,0,China,0,Colombia,0,"Kubernetes, Mathematics, Data Visualization, SQL",-1,16,Gaming,5.7,-1,-1,-1,-1,-1
Robotics Engineer,123827,2,0,Switzerland,1,Switzerland,0,"Mathematics, GCP, AWS, SQL, NLP",-1,4,Telecommunications,8.3,-1,-1,17,-1,-1
AI Product Manager,321014,1,1,Denmark,1,Denmark,100,"Hadoop, Scala, MLOps",-1,16,Finance,5.3,-1,-1,4,-1,-1
ML Ops Engineer,195690,1,3,Ireland,0,Ireland,100,"Azure, Kubernetes, PyTorch",-1,11,Education,6.2,-1,-1,9,-1,-1
AI Software Engineer,88109,2,1,Singapore,1,South Korea,100,"SQL, Hadoop, Tableau, Spark",-1,2,Government,9.9,-1,-1,15,-1,-1
Deep Learning Engineer,93310,3,3,Germany,2,Germany,0,"TensorFlow, Statistics, Mathematics",-1,8,Retail,5.5,-1,-1,7,-1,-1
Deep Learning Engineer,180162,1,1,Netherlands,2,Netherlands,100,"PyTorch, Java, Spark, NLP",-1,12,Technology,9.7,-1,-1,12,-1,-1
Deep Learning Engineer,324764,1,3,Switzerland,1,Switzerland,0,"TensorFlow, Kubernetes, Docker, Tableau, Scala",-1,14,Manufacturing,8.2,-1,-1,17,-1,-1
AI Consultant,57105,0,2,Singapore,1,India,0,"Scala, Data Visualization, Python, GCP",-1,1,Telecommunications,6.9,-1,-1,8,-1,-1
Research Scientist,131121,1,3,Finland,1,South Africa,100,"Data Visualization, R, Kubernetes",-1,11,Education,7.3,-1,-1,-1,-1,-1
NLP Engineer,87993,3,1,Israel,2,Netherlands,50,"MLOps, Deep Learning, Azure, Kubernetes",-1,6,Real Estate,9.4,-1,-1,12,-1,-1
Data Analyst,77654,0,0,Austria,0,Austria,50,"PyTorch, Hadoop, Tableau, Docker",-1,1,Retail,7.7,-1,-1,1,-1,-1
Machine Learning Engineer,47769,0,3,Australia,2,Australia,50,"Java, Python, Data Visualization, Docker",-1,1,Transportation,5.2,-1,-1,0,-1,-1
NLP Engineer,112750,3,3,United Kingdom,2,United Kingdom,100,"Git, Statistics, Spark",-1,8,Real Estate,5.5,-1,-1,18,-1,-1
AI Architect,63413,0,3,Denmark,2,Denmark,0,"Tableau, Hadoop, Statistics, MLOps",-1,0,Gaming,7.5,-1,-1,4,-1,-1
Robotics Engineer,96518,3,2,Austria,2,Norway,0,"GCP, Deep Learning, Java, Statistics, Spark",-1,5,Automotive,8.4,-1,-1,13,-1,-1
AI Research Scientist,136768,2,3,Norway,1,Norway,50,"Python, Java, SQL",-1,4,Healthcare,9.5,-1,-1,13,-1,-1
Research Scientist,143660,3,1,Canada,0,Canada,100,"Statistics, Java, Data Visualization, Azure",-1,8,Education,6.7,-1,-1,2,-1,-1
Data Engineer,122612,3,2,Singapore,2,Singapore,50,"GCP, Azure, Tableau, Computer Vision, Scala",-1,9,Media,5.8,-1,-1,14,-1,-1
Principal Data Scientist,224629,1,1,Australia,2,Australia,100,"R, SQL, Kubernetes, Statistics, Linux",-1,15,Healthcare,9.6,-1,-1,0,-1,-1
Computer Vision Engineer,110517,3,2,France,0,France,50,"Python, TensorFlow, Hadoop, R",-1,7,Manufacturing,8.2,-1,-1,6,-1,-1
Robotics Engineer,78533,0,0,Singapore,1,Singapore,100,"Deep Learning, Spark, Git",-1,0,Government,5.7,-1,-1,14,-1,-1
Head of AI,282152,1,0,Switzerland,2,United Kingdom,50,"Spark, Kubernetes, SQL",-1,15,Energy,7.0,-1,-1,18,-1,-1
Data Scientist,240352,1,0,Switzerland,1,Switzerland,50,"TensorFlow, Spark, Computer Vision",-1,18,Automotive,6.8,-1,-1,17,-1,-1
Computer Vision Engineer,87353,0,1,Switzerland,1,Switzerland,50,"Java, Git, AWS",-1,0,Technology,7.5,-1,-1,17,-1,-1
Research Scientist,201368,1,1,Austria,1,Austria,100,"Git, PyTorch, NLP",-1,10,Transportation,6.4,-1,-1,1,-1,-1
AI Consultant,102371,2,2,Sweden,1,Sweden,50,"Scala, Java, Linux, AWS",-1,3,Telecommunications,6.5,-1,-1,16,-1,-1
Machine Learning Engineer,160729,2,2,Denmark,0,Denmark,50,"Python, TensorFlow, Kubernetes, Mathematics, MLOps",-1,3,Government,7.8,-1,-1,4,-1,-1
Data Analyst,127341,3,0,Ireland,0,Finland,0,"Python, Linux, TensorFlow, Java",-1,8,Manufacturing,6.4,-1,-1,5,-1,-1
AI Product Manager,132125,3,2,Netherlands,0,Netherlands,50,"Deep Learning, Computer Vision, Tableau",-1,6,Manufacturing,7.0,-1,-1,12,-1,-1
Data Scientist,106892,2,3,Canada,0,Canada,100,"MLOps, Python, Computer Vision, AWS",-1,2,Gaming,5.5,-1,-1,2,-1,-1
Machine Learning Researcher,101740,2,0,Germany,0,Germany,100,"Scala, Python, Tableau",-1,3,Finance,8.8,-1,-1,7,-1,-1
Machine Learning Researcher,48965,2,3,China,1,China,0,"Python, TensorFlow, Spark, GCP",-1,2,Automotive,5.9,-1,-1,3,-1,-1
Autonomous Systems Engineer,53173,0,1,Sweden,2,Sweden,50,"TensorFlow, Kubernetes, Python, Data Visualization, GCP",-1,0,Telecommunications,8.3,-1,-1,16,-1,-1
Computer Vision Engineer,201645,1,3,Netherlands,2,Netherlands,100,"Scala, Kubernetes, Data Visualization",-1,17,Real Estate,9.2,-1,-1,12,-1,-1
Robotics Engineer,47718,2,2,China,0,China,100,"R, Kubernetes, AWS, SQL, TensorFlow",-1,3,Retail,6.2,-1,-1,3,-1,-1
AI Architect,358613,1,1,Norway,0,Norway,0,"AWS, Java, Statistics",-1,16,Telecommunications,9.6,-1,-1,13,-1,-1
AI Product Manager,96280,0,1,United States,0,United States,50,"Spark, MLOps, SQL, PyTorch, Computer Vision",-1,0,Technology,6.2,-1,-1,19,-1,-1
ML Ops Engineer,87032,3,3,South Korea,2,Netherlands,50,"PyTorch, Linux, Deep Learning",-1,7,Manufacturing,5.5,-1,-1,12,-1,-1
AI Architect,112059,3,2,Japan,2,Japan,50,"Docker, Python, Kubernetes, GCP, TensorFlow",-1,9,Education,7.3,-1,-1,11,-1,-1
AI Specialist,115102,3,2,Austria,0,Austria,100,"Python, Linux, Kubernetes, Hadoop",-1,7,Automotive,9.2,-1,-1,1,-1,-1
AI Specialist,271779,1,0,Ireland,0,Ireland,50,"Computer Vision, Azure, Data Visualization, NLP",-1,11,Automotive,9.0,-1,-1,9,-1,-1
AI Research Scientist,66364,2,3,Canada,2,Colombia,50,"Python, SQL, NLP",-1,3,Gaming,6.6,-1,-1,-1,-1,-1
Deep Learning Engineer,131466,2,3,Norway,0,Norway,50,"R, AWS, Hadoop, NLP, Spark",-1,2,Automotive,7.9,-1,-1,13,-1,-1
Head of AI,42235,0,2,South Korea,2,Ghana,100,"Python, Data Visualization, Kubernetes",-1,1,Government,6.4,-1,-1,-1,-1,-1
Deep Learning Engineer,55844,0,1,Netherlands,1,Estonia,50,"Java, NLP, Python, Deep Learning, Computer Vision",-1,1,Transportation,7.9,-1,-1,-1,-1,-1
Machine Learning Researcher,75499,0,2,Sweden,0,Sweden,0,"GCP, Linux, Deep Learning, Java, Kubernetes",-1,1,Education,9.6,-1,-1,16,-1,-1
AI Architect,84962,0,0,Singapore,0,Israel,50,"GCP, Data Visualization, Azure",-1,1,Finance,6.2,-1,-1,10,-1,-1
Data Analyst,144336,2,0,Switzerland,1,Switzerland,0,"Data Visualization, Java, Mathematics, AWS",-1,3,Gaming,7.8,-1,-1,17,-1,-1
AI Consultant,52300,3,3,China,2,China,100,"Docker, TensorFlow, GCP",-1,8,Consulting,9.1,-1,-1,3,-1,-1
Data Engineer,157426,1,3,Austria,2,Turkey,100,"Scala, Tableau, Java",-1,13,Manufacturing,6.2,-1,-1,-1,-1,-1
Deep Learning Engineer,174692,1,0,South Korea,1,Portugal,100,"Linux, Python, TensorFlow",-1,12,Automotive,7.9,-1,-1,-1,-1,-1
NLP Engineer,142293,2,3,Norway,0,Sweden,50,"Git, Java, Deep Learning, Linux, Mathematics",-1,2,Energy,7.1,-1,-1,16,-1,-1
AI Architect,109818,3,1,South Korea,2,South Korea,0,"GCP, Git, Statistics",-1,9,Consulting,5.0,-1,-1,15,-1,-1
AI Research Scientist,69642,0,2,Norway,1,Norway,0,"Java, SQL, Scala, PyTorch, NLP",-1,0,Automotive,7.9,-1,-1,13,-1,-1
Principal Data Scientist,70652,2,1,Netherlands,2,Netherlands,50,"Computer Vision, Scala, Mathematics",-1,2,Media,9.1,-1,-1,12,-1,-1
Data Analyst,242235,1,1,United Kingdom,0,United Kingdom,100,"R, PyTorch, Docker",-1,12,Education,6.0,-1,-1,18,-1,-1
AI Architect,211982,1,2,Singapore,2,Singapore,50,"Hadoop, AWS, Docker",-1,19,Manufacturing,6.8,-1,-1,14,-1,-1
Principal Data Scientist,88077,0,1,Germany,0,Germany,100,"Python, GCP, TensorFlow, Mathematics, PyTorch",-1,1,Transportation,8.2,-1,-1,7,-1,-1
Robotics Engineer,107261,2,0,Germany,0,Germany,50,"Hadoop, Tableau, Java, Git",-1,3,Manufacturing,9.7,-1,-1,7,-1,-1
Computer Vision Engineer,284132,1,2,United States,1,United States,0,"Deep Learning, Docker, Hadoop, Data Visualization",-1,10,Government,5.1,-1,-1,19,-1,-1
AI Software Engineer,105482,3,0,South Korea,1,South Korea,100,"SQL, Git, AWS",-1,5,Consulting,5.9,-1,-1,15,-1,-1
AI Architect,161728,1,1,United Kingdom,2,United Kingdom,50,"Data Visualization, NLP, PyTorch",-1,15,Finance,8.6,-1,-1,18,-1,-1
Data Engineer,131352,3,3,Norway,2,Sweden,0,"Scala, MLOps, GCP, Java",-1,9,Retail,5.8,-1,-1,16,-1,-1
Data Analyst,161727,3,2,Austria,0,Finland,100,"Docker, GCP, SQL",-1,6,Technology,5.9,-1,-1,5,-1,-1
Data Analyst,151527,3,1,United States,0,Romania,0,"Java, SQL, Kubernetes, Git",-1,7,Retail,7.1,-1,-1,-1,-1,-1
Machine Learning Researcher,112476,3,2,Israel,0,Israel,50,"Hadoop, Git, Statistics",-1,6,Consulting,8.7,-1,-1,10,-1,-1
ML Ops Engineer,72913,2,2,Canada,1,Canada,0,"R, SQL, Mathematics",-1,3,Telecommunications,7.0,-1,-1,2,-1,-1
Data Analyst,68734,0,2,Canada,0,Malaysia,100,"Computer Vision, Python, TensorFlow, Docker",-1,1,Finance,8.5,-1,-1,-1,-1,-1
NLP Engineer,179564,1,1,Netherlands,2,Netherlands,50,"Python, AWS, Git",-1,11,Government,9.1,-1,-1,12,-1,-1
Data Scientist,71265,0,3,United Kingdom,2,United Kingdom,0,"PyTorch, TensorFlow, Azure, Computer Vision, Java",-1,1,Automotive,9.5,-1,-1,18,-1,-1
Deep Learning Engineer,143064,3,1,South Korea,0,Denmark,100,"Scala, Python, TensorFlow",-1,8,Telecommunications,7.2,-1,-1,4,-1,-1
Deep Learning Engineer,196042,1,0,Austria,0,Italy,0,"Kubernetes, PyTorch, Tableau, Docker, Computer Vision",-1,14,Consulting,7.3,-1,-1,-1,-1,-1
Data Engineer,101946,3,1,Ireland,2,Ireland,0,"SQL, PyTorch, Data Visualization, Computer Vision",-1,7,Finance,7.1,-1,-1,9,-1,-1
Autonomous Systems Engineer,89020,2,1,United Kingdom,2,Brazil,50,"Kubernetes, R, Git, AWS",-1,4,Media,9.2,-1,-1,-1,-1,-1
Autonomous Systems Engineer,134011,3,3,Japan,2,Israel,100,"Deep Learning, Statistics, Spark",-1,9,Energy,8.8,-1,-1,10,-1,-1
Data Analyst,97657,2,0,Singapore,1,Singapore,100,"Scala, Git, MLOps",-1,2,Gaming,8.9,-1,-1,14,-1,-1
Deep Learning Engineer,153990,1,3,South Korea,1,Luxembourg,50,"Scala, Git, Deep Learning, SQL, Kubernetes",-1,14,Consulting,5.7,-1,-1,-1,-1,-1
Robotics Engineer,124696,3,2,Netherlands,2,Argentina,100,"PyTorch, Python, Computer Vision",-1,6,Automotive,5.5,-1,-1,-1,-1,-1
Robotics Engineer,94884,2,3,Ireland,2,Ireland,0,"Linux, Hadoop, GCP",-1,2,Retail,9.2,-1,-1,9,-1,-1
AI Architect,101192,0,2,Switzerland,1,Switzerland,50,"R, Scala, Kubernetes, Git",-1,0,Transportation,5.8,-1,-1,17,-1,-1
AI Product Manager,106624,3,2,Ireland,1,Ireland,100,"Git, Statistics, Azure",-1,6,Telecommunications,5.2,-1,-1,9,-1,-1
Data Scientist,187401,1,2,United Kingdom,1,Germany,100,"TensorFlow, Docker, Spark, Python",-1,12,Energy,9.5,-1,-1,7,-1,-1
Data Analyst,165694,1,1,United States,1,United States,100,"Python, Kubernetes, MLOps",-1,15,Retail,8.8,-1,-1,19,-1,-1
Machine Learning Engineer,122206,3,1,United States,1,United States,50,"Spark, AWS, Linux, SQL, PyTorch",-1,6,Healthcare,9.2,-1,-1,19,-1,-1
Data Engineer,91226,2,3,Singapore,0,India,0,"Python, TensorFlow, PyTorch, SQL",-1,2,Transportation,7.7,-1,-1,8,-1,-1
AI Product Manager,110449,2,1,Switzerland,2,Switzerland,100,"Mathematics, Linux, NLP",-1,3,Energy,5.9,-1,-1,17,-1,-1
AI Architect,275705,1,2,Netherlands,0,Netherlands,100,"MLOps, SQL, Kubernetes, Spark, Java",-1,16,Finance,5.4,-1,-1,12,-1,-1
ML Ops Engineer,161670,1,3,Finland,1,Brazil,0,"MLOps, Python, TensorFlow, GCP",-1,11,Technology,5.9,-1,-1,-1,-1,-1
Computer Vision Engineer,95328,2,3,United Kingdom,2,United Kingdom,50,"MLOps, Spark, Git, Deep Learning",-1,3,Technology,8.5,-1,-1,18,-1,-1
AI Consultant,68548,0,3,Germany,1,Germany,0,"Hadoop, Spark, Statistics, Tableau",-1,1,Transportation,7.8,-1,-1,7,-1,-1
AI Consultant,378502,1,2,Denmark,0,Denmark,0,"SQL, Mathematics, Scala, Hadoop",-1,12,Consulting,8.4,-1,-1,4,-1,-1
NLP Engineer,76682,3,0,South Korea,2,South Korea,0,"PyTorch, Kubernetes, Azure, GCP",-1,7,Gaming,10.0,-1,-1,15,-1,-1
Deep Learning Engineer,108478,2,0,Sweden,0,Sweden,0,"Hadoop, Java, Docker, Deep Learning",-1,2,Transportation,9.4,-1,-1,16,-1,-1
Research Scientist,114526,2,1,Japan,1,Belgium,0,"Python, TensorFlow, SQL, NLP",-1,3,Real Estate,5.8,-1,-1,-1,-1,-1
AI Specialist,75609,0,3,Norway,2,Norway,0,"AWS, Python, Git, Statistics",-1,0,Government,9.9,-1,-1,13,-1,-1
Data Analyst,214389,3,1,Denmark,0,Denmark,100,"Java, Kubernetes, Python, SQL",-1,6,Retail,8.8,-1,-1,4,-1,-1
NLP Engineer,104396,3,0,Finland,2,Finland,100,"SQL, Azure, Data Visualization, NLP",-1,7,Telecommunications,5.3,-1,-1,5,-1,-1
Principal Data Scientist,53469,0,3,France,1,United Kingdom,50,"Docker, Statistics, Data Visualization",-1,0,Government,6.0,-1,-1,18,-1,-1
Head of AI,327929,1,1,Denmark,0,Denmark,0,"TensorFlow, Python, Data Visualization, NLP, Tableau",-1,14,Transportation,6.5,-1,-1,4,-1,-1
Data Scientist,87984,2,3,Japan,2,Japan,100,"Computer Vision, Git, Tableau, Data Visualization",-1,2,Consulting,7.4,-1,-1,11,-1,-1
AI Architect,127823,3,0,Japan,2,Japan,0,"Linux, MLOps, Tableau",-1,8,Automotive,7.3,-1,-1,11,-1,-1
Machine Learning Researcher,93295,2,1,Australia,1,Australia,0,"Spark, Mathematics, Linux",-1,4,Education,5.1,-1,-1,0,-1,-1
NLP Engineer,25560,2,3,India,1,India,50,"Kubernetes, Linux, Tableau, Mathematics",-1,2,Transportation,7.5,-1,-1,8,-1,-1
Deep Learning Engineer,110777,2,1,United Kingdom,0,United Kingdom,0,"Statistics, Python, GCP",-1,3,Transportation,8.5,-1,-1,18,-1,-1
AI Specialist,253223,1,1,Germany,1,Germany,0,"Scala, Kubernetes, SQL, Hadoop, Docker",-1,17,Retail,5.0,-1,-1,7,-1,-1
ML Ops Engineer,234867,1,3,Netherlands,1,Israel,0,"Spark, Statistics, MLOps, R",-1,10,Automotive,5.1,-1,-1,10,-1,-1
AI Consultant,49385,0,2,Finland,2,Finland,50,"NLP, Statistics, Hadoop",-1,0,Media,6.6,-1,-1,5,-1,-1
Data Scientist,59557,3,0,China,0,Denmark,100,"PyTorch, GCP, NLP, Spark",-1,8,Telecommunications,6.3,-1,-1,4,-1,-1
AI Product Manager,95864,3,3,France,2,France,0,"SQL, Hadoop, Tableau, Data Visualization",-1,6,Energy,7.6,-1,-1,6,-1,-1
AI Product Manager,217693,1,3,Israel,0,Israel,0,"GCP, MLOps, Scala, Kubernetes, Docker",-1,18,Transportation,9.7,-1,-1,10,-1,-1
